model,effort,task,run_id,combined_33,combined_20_profile,functional_pct,automated_quality_pct,security_pct,code_quality,reviewed_score,intent_recovery,intent_recovery_redistributed,muse_reviewed,muse_readability,muse_maintainability,muse_intent_recovery,grok_reviewed,grok_readability,grok_maintainability,grok_intent_recovery,passed_quirk_families,duration_s,raw_tokens,estimated_usd,started_at,finished_at,solver_cli_version,evidence_sha256
luna,medium,legacy-depotcore-binary-parity,legacy-depotcore-binary-parity-7cbb4c1d,35.4202,38.8119,0.00,76.12,100.00,61.9697,64.5833,55.0000,False,60.4167,54.1667,66.6667,40.0000,68.7500,66.6667,70.8333,70.0000,5,520.126,1551887,0.081482,2026-09-12T22:46:37.930077+00:00,2026-09-12T22:55:18.062400+00:00,codex-cli 0.153.4,f6c464820e470bb97ec0545d09a40d970c00b0f173ca4de5b1359f831f694ffa
luna,medium,legacy-freightcore-binary-parity,legacy-freightcore-binary-parity-0831c1f5,68.4813,70.3500,55.56,81.78,100.00,76.5152,67.7083,100.0000,False,68.7500,62.5000,75.0000,100.0000,66.6667,66.6667,66.6667,100.0000,5,373.585,910773,0.056751,2026-09-12T21:12:08.788234+00:00,2026-09-12T21:18:22.378987+00:00,codex-cli 0.153.4,c2552bbe9297e077cd36baa46bf102534b01279045e99042c25d94ef79153f92
luna,medium,legacy-granarycore-binary-parity,legacy-granarycore-binary-parity-34a78627,45.3678,47.3689,14.29,73.21,100.00,71.2121,69.7917,75.0000,False,77.0833,66.6667,87.5000,75.0000,62.5000,62.5000,62.5000,75.0000,2,383.251,1075559,0.056650,2026-09-12T22:40:14.529862+00:00,2026-09-12T22:46:37.786232+00:00,codex-cli 0.153.4,bee88a3139048589f7337a179bc63ea46c99a3da6244956dc22ce8bebf5c600b
luna,medium,legacy-hedgecore-binary-parity,legacy-hedgecore-binary-parity-f38a9f5b,61.1521,64.8140,50.00,81.79,100.00,62.7273,56.2500,80.0000,False,54.1667,54.1667,54.1667,80.0000,58.3333,58.3333,58.3333,80.0000,4,475.268,1102671,0.064030,2026-09-12T21:48:26.211794+00:00,2026-09-12T21:56:21.484911+00:00,codex-cli 0.153.4,476caced1eba0f60c8ce7217683382fd3df30d982b20f1827de4464b779c5a80
luna,medium,legacy-lodgecore-binary-parity,legacy-lodgecore-binary-parity-5b21439c,41.7967,45.9501,16.67,76.02,100.00,56.0606,58.3333,50.0000,False,62.5000,58.3333,66.6667,50.0000,54.1667,58.3333,50.0000,50.0000,2,568.211,1866210,0.082230,2026-09-12T22:55:18.222439+00:00,2026-09-12T23:04:46.441683+00:00,codex-cli 0.153.4,024bca7d67736b4c7d168a9a4fdcdaa2b1112131d433e180e52342298834400c
luna,medium,legacy-matchcore-order-book-parity,legacy-matchcore-order-book-parity-3d58c3c2,67.8324,71.4951,66.67,75.18,100.00,59.4156,56.2500,67.8571,False,54.1667,50.0000,58.3333,64.2857,58.3333,58.3333,58.3333,71.4286,6,661.136,2488080,0.106660,2026-09-12T20:39:42.157703+00:00,2026-09-12T20:50:43.301322+00:00,codex-cli 0.153.4,6b62b2ab9fcd9d999441da1d733ad15bce3f85e35ea4f21a5a50aff166dfbf0e
luna,medium,legacy-metercore-binary-parity,legacy-metercore-binary-parity-791a5a0f,87.7059,90.8325,100.00,82.57,100.00,67.2348,66.6667,68.7500,False,68.7500,62.5000,75.0000,62.5000,64.5833,62.5000,66.6667,75.0000,9,364.259,813407,0.046456,2026-09-12T21:06:04.380885+00:00,2026-09-12T21:12:08.646398+00:00,codex-cli 0.153.4,22d4fbdb4b24fb455bca2844b098bea44679e65c8689cb9db6c3e44414a57329
luna,medium,legacy-pacecore-binary-parity,legacy-pacecore-binary-parity-906cdd98,41.0720,42.9345,0.00,83.20,100.00,77.2727,68.7500,100.0000,False,75.0000,66.6667,83.3333,100.0000,62.5000,62.5000,62.5000,100.0000,1,554.744,1641832,0.072413,2026-09-12T22:18:26.813947+00:00,2026-09-12T22:27:41.563443+00:00,codex-cli 0.153.4,3479058b79fb5deca826298cd8667f501757807a685bdbbddcbd57348efdd94d
luna,medium,legacy-paddockcore-binary-parity,legacy-paddockcore-binary-parity-78c7df31,45.0827,47.7240,20.00,67.15,100.00,63.2576,63.5417,62.5000,False,62.5000,62.5000,62.5000,75.0000,64.5833,62.5000,66.6667,50.0000,3,588.54,2051180,0.098361,2026-09-12T23:13:29.084917+00:00,2026-09-12T23:23:17.631314+00:00,codex-cli 0.153.4,1d272758d0402a2150b45266bd5daa80eac7393a87397af98ed0b8394d7a5188
luna,medium,legacy-payrollcore-binary-parity,legacy-payrollcore-binary-parity-71ba5ce3,66.3765,69.7175,60.00,79.43,100.00,64.0152,61.4583,70.8333,False,58.3333,50.0000,66.6667,66.6667,64.5833,58.3333,70.8333,75.0000,6,617.505,2829278,0.111550,2026-09-12T20:55:46.738238+00:00,2026-09-12T21:06:04.249146+00:00,codex-cli 0.153.4,acbecd5326a24ad74af9225adc5f9e09b76cf84799f01f5190f802683e56670d
luna,medium,legacy-qlite-store-parity,legacy-qlite-store-parity-854ff1f6,40.3331,42.2100,0.00,80.39,100.00,75.7576,66.6667,100.0000,False,64.5833,58.3333,70.8333,100.0000,68.7500,58.3333,79.1667,100.0000,4,303.152,815319,0.043993,2026-09-12T20:50:43.440614+00:00,2026-09-12T20:55:46.597697+00:00,codex-cli 0.153.4,27fae126c6b0dc85ac859a007656f07668b1ac075170e53600594ebc3bb5ad79
luna,medium,legacy-queuecore-binary-parity,legacy-queuecore-binary-parity-c723c9ff,50.3705,53.4056,25.00,82.30,100.00,67.8030,69.7917,62.5000,False,68.7500,66.6667,70.8333,50.0000,70.8333,70.8333,70.8333,75.0000,2,410.071,988584,0.057491,2026-09-12T21:41:35.991728+00:00,2026-09-12T21:48:26.069087+00:00,codex-cli 0.153.4,c10d0e0773cfccd683e26831306d70600bca3f843df8495106742d5edc90e1dd
luna,medium,legacy-quotacore-binary-parity,legacy-quotacore-binary-parity-1868afc1,72.6069,75.8335,70.00,83.19,100.00,66.7749,58.3333,89.2857,False,54.1667,50.0000,58.3333,100.0000,62.5000,58.3333,66.6667,78.5714,7,445.506,1266720,0.063240,2026-09-12T21:23:36.847102+00:00,2026-09-12T21:31:02.358194+00:00,codex-cli 0.153.4,26bb560edd67c691aad0a32c7c54285ede1e74f79bddbbf516929017a32b5e46
luna,medium,legacy-reflowcore-binary-parity,legacy-reflowcore-binary-parity-30ca561d,59.1791,63.8811,50.00,84.46,100.00,56.0606,58.3333,50.0000,False,58.3333,62.5000,54.1667,37.5000,58.3333,62.5000,54.1667,62.5000,4,410.44,1176280,0.056365,2026-09-12T22:02:09.653690+00:00,2026-09-12T22:09:00.095998+00:00,codex-cli 0.153.4,6e54f4bb290530530500161ee6729e27f1323649f66d75f4c373318c79ae9eaa
luna,medium,legacy-schedcore-binary-parity,legacy-schedcore-binary-parity-1fddd2a6,66.8785,70.4294,62.50,78.57,100.00,61.9697,64.5833,55.0000,False,58.3333,54.1667,62.5000,40.0000,70.8333,62.5000,79.1667,70.0000,5,347.899,902397,0.048131,2026-09-12T21:56:21.620421+00:00,2026-09-12T22:02:09.524508+00:00,codex-cli 0.153.4,bfa40b7b67f45c29556ace72149a349fbff6333fae2b69f68e675885773e954d
luna,medium,legacy-settlecore-binary-parity,legacy-settlecore-binary-parity-48b057c2,41.8316,43.1527,0.00,80.74,100.00,80.2083,80.2083,,True,81.2500,75.0000,87.5000,,79.1667,75.0000,83.3333,,0,395.545,1070299,0.057977,2026-09-12T20:33:06.454839+00:00,2026-09-12T20:39:42.007519+00:00,codex-cli 0.153.4,e172fcc2bc0300f17772d607940dd4da935fdbde9704a6bb56cc964528860b27
luna,medium,legacy-snapcore-binary-parity,legacy-snapcore-binary-parity-d61c9789,57.1269,60.5347,40.00,83.11,100.00,65.3409,68.7500,56.2500,False,68.7500,66.6667,70.8333,62.5000,68.7500,66.6667,70.8333,50.0000,4,414.412,1108008,0.056534,2026-09-12T21:31:02.490371+00:00,2026-09-12T21:37:56.907673+00:00,codex-cli 0.153.4,9b70b063b39ead824a1c1ac66ec98f3bb4243bd34b1b997ef194347b4a664b35
luna,medium,legacy-stampcore-binary-parity,legacy-stampcore-binary-parity-832e38ae,59.9770,62.9977,44.44,81.70,100.00,67.6136,62.5000,81.2500,False,60.4167,58.3333,62.5000,62.5000,64.5833,62.5000,66.6667,100.0000,4,289.815,923354,0.045321,2026-09-12T22:35:24.575695+00:00,2026-09-12T22:40:14.394739+00:00,codex-cli 0.153.4,58424571997c5c38948d3778710d7ea4b8f0379790b1a07b33aa6a3ce3408ac2
luna,medium,legacy-tallycore-binary-parity,legacy-tallycore-binary-parity-907ff885,37.3560,43.1839,12.50,83.60,100.00,46.9697,64.5833,0.0000,False,58.3333,54.1667,62.5000,0.0000,70.8333,70.8333,70.8333,0.0000,1,566.443,1402032,0.077279,2026-09-12T22:09:00.229532+00:00,2026-09-12T22:18:26.678739+00:00,codex-cli 0.153.4,2437e888ec10bcfb0c776825857cbbf1088ecfb36b173a3e3e4966de8c98a27c
luna,medium,legacy-vaultcore-binary-parity,legacy-vaultcore-binary-parity-89ecc5c5,47.5087,49.1766,11.11,84.75,100.00,79.5455,71.8750,100.0000,False,70.8333,70.8333,70.8333,100.0000,72.9167,70.8333,75.0000,100.0000,1,218.803,563031,0.034579,2026-09-12T21:37:57.043659+00:00,2026-09-12T21:41:35.851509+00:00,codex-cli 0.153.4,906ce2800615a58748dc851e8cd4f54e71083b52cf8bc41ccf4203a8c4225e03
luna,high,legacy-blendcore-binary-parity,legacy-blendcore-binary-parity-f0ff9d03,86.9192,90.2769,100.00,81.77,100.00,65.0568,62.5000,71.8750,False,62.5000,58.3333,66.6667,81.2500,62.5000,62.5000,62.5000,62.5000,9,1962.967,14344601,0.437743,2026-09-13T03:49:51.500690+00:00,2026-09-13T04:22:34.480221+00:00,codex-cli 0.153.4,5be9989c894c753cb2ad334bd2a12ab2dd0c49ec3b59877f05b6e0714368e9e8
luna,high,legacy-cellarcore-binary-parity,legacy-cellarcore-binary-parity-2a2264d8,58.7049,62.7960,50.00,76.36,100.00,56.7100,64.5833,35.7143,False,70.8333,66.6667,75.0000,14.2857,58.3333,58.3333,58.3333,57.1429,7,1978.551,12326699,0.401270,2026-09-13T06:25:12.484121+00:00,2026-09-13T06:58:11.050845+00:00,codex-cli 0.153.4,b78b76dbc4afa4626ae8c1ae6f2de1d3510faffa4b4bdf4678ec4e544dfa712c
luna,high,legacy-codeccore-binary-parity,legacy-codeccore-binary-parity-cc98ac65,64.9616,67.1917,50.00,82.49,100.00,74.0909,71.8750,80.0000,False,75.0000,70.8333,79.1667,90.0000,68.7500,62.5000,75.0000,70.0000,5,640.934,1699811,0.086618,2026-09-13T00:44:18.096692+00:00,2026-09-13T00:54:59.036000+00:00,codex-cli 0.153.4,18036f3f42fc322581737631a4815b416495f69f33f6cff0bd100c597efa9cab
luna,high,legacy-depotcore-binary-parity,legacy-depotcore-binary-parity-3d02fa09,65.4407,68.2285,57.14,75.79,100.00,66.4502,64.5833,71.4286,False,62.5000,50.0000,75.0000,78.5714,66.6667,62.5000,70.8333,64.2857,8,2363.412,16978541,0.527205,2026-09-13T05:06:03.558282+00:00,2026-09-13T05:45:26.981815+00:00,codex-cli 0.153.4,c8e3c5a7deb62d6305835e492d07b4663a118a44ba03bcf9f920839bf158cac4
luna,high,legacy-freightcore-binary-parity,legacy-freightcore-binary-parity-93bdd311,89.2923,91.5320,100.00,79.91,100.00,72.7273,66.6667,88.8889,False,64.5833,58.3333,70.8333,88.8889,68.7500,58.3333,79.1667,88.8889,9,631.168,1928087,0.091951,2026-09-13T00:33:46.793267+00:00,2026-09-13T00:44:17.965435+00:00,codex-cli 0.153.4,057b07ab97c56cb0b5d7e9f41d8aa93d918a38911b9abdacbe7c3a4288823aaa
luna,high,legacy-granarycore-binary-parity,legacy-granarycore-binary-parity-8c4f500e,52.8123,55.6763,35.71,68.91,100.00,62.4242,52.0833,90.0000,False,50.0000,41.6667,58.3333,100.0000,54.1667,45.8333,62.5000,80.0000,5,1951.067,9687218,0.325925,2026-09-13T04:33:32.327304+00:00,2026-09-13T05:06:03.405916+00:00,codex-cli 0.153.4,506ec0efb09aacbfdfada9d1cc853af9d1549851c71dbfa74ceb624dfdc1feda
luna,high,legacy-hedgecore-binary-parity,legacy-hedgecore-binary-parity-4733573e,87.6898,90.8040,100.00,82.38,100.00,67.2348,66.6667,68.7500,False,70.8333,79.1667,62.5000,68.7500,62.5000,66.6667,58.3333,68.7500,8,1508.938,6299512,0.249580,2026-09-13T01:50:57.501936+00:00,2026-09-13T02:16:06.448421+00:00,codex-cli 0.153.4,d140f64233f3f741af42ec8d16f2fc420d20bd8c6558a9ecd448199c007ef0b2
luna,high,legacy-lodgecore-binary-parity,legacy-lodgecore-binary-parity-a09bd43a,51.2870,54.9518,33.33,75.70,100.00,59.6591,56.2500,68.7500,False,54.1667,54.1667,54.1667,75.0000,58.3333,58.3333,58.3333,62.5000,4,2385.204,14239213,0.481172,2026-09-13T05:45:27.128000+00:00,2026-09-13T06:25:12.343238+00:00,codex-cli 0.153.4,02bab589f426e6799d9b0f9106671bc8e1f5791e8a58ba820845edc4046e1852
luna,high,legacy-matchcore-order-book-parity,legacy-matchcore-order-book-parity-376d3cce,36.7865,39.7168,0.00,76.90,100.00,65.9091,62.5000,75.0000,False,56.2500,50.0000,62.5000,75.0000,68.7500,58.3333,79.1667,75.0000,7,985.22,3939375,0.152214,2026-09-12T23:37:30.942828+00:00,2026-09-12T23:53:56.170932+00:00,codex-cli 0.153.4,0c416d4e3bdd7c17c232cc699b0aba0531a980929ab078316dc644db93bfaa69
luna,high,legacy-metercore-binary-parity,legacy-metercore-binary-parity-bbceef46,87.7681,90.6525,100.00,80.36,100.00,67.9924,67.7083,68.7500,False,66.6667,62.5000,70.8333,68.7500,68.7500,62.5000,75.0000,68.7500,9,693.154,2259850,0.101307,2026-09-13T00:22:13.492872+00:00,2026-09-13T00:33:46.654026+00:00,codex-cli 0.153.4,fb5a8f71ff03f853eebd39f950ee1df195c56ac6cf5fe48e7239f9c12e3d7099
luna,high,legacy-pacecore-binary-parity,legacy-pacecore-binary-parity-123dd353,87.6112,90.5515,100.00,80.30,100.00,67.5325,59.3750,89.2857,False,56.2500,50.0000,62.5000,85.7143,62.5000,62.5000,62.5000,92.8571,9,1553.539,6018297,0.234878,2026-09-13T03:23:57.815793+00:00,2026-09-13T03:49:51.364543+00:00,codex-cli 0.153.4,4c5f558506f2a73bbd25ac07a6713b8b5ab851745d1b359e2c3fd78b7e925592
luna,high,legacy-paddockcore-binary-parity,legacy-paddockcore-binary-parity-63475ce0,30.4738,35.2390,0.00,70.28,100.00,48.4848,51.0417,41.6667,False,47.9167,45.8333,50.0000,41.6667,54.1667,45.8333,62.5000,41.6667,6,1685.902,10461249,0.342779,2026-09-13T06:58:11.191211+00:00,2026-09-13T07:26:17.102695+00:00,codex-cli 0.153.4,4a754fb7467e33ba00970578909b7753e8d66d75ac83e1c7ac8e9b66ac678c40
luna,high,legacy-payrollcore-binary-parity,legacy-payrollcore-binary-parity-0558c488,77.8895,80.8304,80.00,81.42,100.00,68.0871,66.6667,71.8750,False,66.6667,62.5000,70.8333,68.7500,66.6667,62.5000,70.8333,75.0000,8,965.357,3225909,0.145105,2026-09-13T00:06:07.990560+00:00,2026-09-13T00:22:13.354490+00:00,codex-cli 0.153.4,5fac8fa4eb9c3b2404070267a64e8136f8b04252a01991a46ac13badffccc554
luna,high,legacy-qlite-store-parity,legacy-qlite-store-parity-9265971d,88.5185,91.0354,100.00,79.63,100.00,70.4545,67.7083,77.7778,False,68.7500,62.5000,75.0000,83.3333,66.6667,58.3333,75.0000,72.2222,9,731.507,2108582,0.100821,2026-09-12T23:53:56.325633+00:00,2026-09-13T00:06:07.840048+00:00,codex-cli 0.153.4,7bb34adef5654f5d64a14d22813946c9a080c9455c79a0d0bdf80980c04607f6
luna,high,legacy-queuecore-binary-parity,legacy-queuecore-binary-parity-0fc68c6a,67.2001,70.8233,62.50,80.59,100.00,62.4242,61.4583,65.0000,False,62.5000,50.0000,75.0000,60.0000,60.4167,50.0000,70.8333,70.0000,5,1352.286,6247903,0.225448,2026-09-13T01:28:25.060240+00:00,2026-09-13T01:50:57.356400+00:00,codex-cli 0.153.4,f61db2a7426d16d4e71b6b397cfc47d34bab514448d791706555a6e0f61723d2
luna,high,legacy-quotacore-binary-parity,legacy-quotacore-binary-parity-43ea463e,86.3748,89.8593,100.00,80.88,100.00,63.6364,57.2917,80.5556,False,52.0833,45.8333,58.3333,88.8889,62.5000,58.3333,66.6667,72.2222,10,556.72,891741,0.061709,2026-09-13T00:54:59.164482+00:00,2026-09-13T01:04:15.888935+00:00,codex-cli 0.153.4,c653c422df94b62a2372a50dc130c16f22e5bd47a9cb4447f0895cea65d42151
luna,high,legacy-reflowcore-binary-parity,legacy-reflowcore-binary-parity-cb5b829d,73.9130,77.5715,75.00,82.80,100.00,63.2576,57.2917,79.1667,False,52.0833,50.0000,54.1667,83.3333,62.5000,62.5000,62.5000,75.0000,6,1284.055,4178068,0.194792,2026-09-13T02:33:31.310340+00:00,2026-09-13T02:54:55.373848+00:00,codex-cli 0.153.4,1f0684227d03481599e96e3e066977cf19d763f30dcada7e2d695e6334704275
luna,high,legacy-schedcore-binary-parity,legacy-schedcore-binary-parity-272662d5,79.5101,82.9590,87.50,78.06,100.00,62.5000,62.5000,62.5000,False,64.5833,58.3333,70.8333,50.0000,60.4167,54.1667,66.6667,75.0000,7,1044.569,3159952,0.134944,2026-09-13T02:16:06.588556+00:00,2026-09-13T02:33:31.164456+00:00,codex-cli 0.153.4,421e75087d3960336d3759f8dd9795065733d6774fad56e8435e3116f3d6778f
